53
30
77
2.1
2.0
250
400
230
100
0,51,35
1,59,56,0.56,1.53,0.28,40
2,61,76,1.23,2.09,0.07,40
3,40,59,3.13,4.11,0.04,35
4,27,56,1.19,1.75,0.05,25
5,48,63,1.35,2.28,0.07,40
6,55,84,0.97,1.34,0.07,40
7,31,73,5.05,5.95,0.04,40
8,10,84,6.36,7.20,0.05,30
9,34,107,1.88,2.78,0.05,35
10,19,110,4.29,4.95,0.08,35
11,34,134,2.04,2.90,0.07,40
12,25,125,0.86,1.23,0.03,25
13,16,140,6.29,7.08,0.06,20
14,14,124,2.70,3.15,0.03,30
15,4,140,6.89,7.83,0.03,20
16,13,131,7.37,8.00,0.05,25
17,32,119,4.74,5.91,0.47,40
18,28,112,2.57,3.49,0.05,30
19,22,86,5.95,6.68,0.26,30
20,15,58,2.22,2.87,0.06,20
21,35,67,1.57,2.25,0.05,35
22,37,76,3.54,4.27,0.04,40
23,44,88,3.18,4.08,0.07,30
24,70,110,1.32,2.23,0.05,20
25,80,115,3.57,4.07,0.04,30
26,90,127,1.14,2.15,0.05,25
27,87,101,1.81,2.23,0.08,20
28,114,121,4.22,4.91,0.08,30
29,112,95,7.16,7.55,0.05,40
30,86,81,4.44,5.01,0.06,20
