125
50
68
2.4
1.0
100
600
190
2600
0,247,229
1,262,283,1.14,1.93,0.06,20
2,238,239,2.61,3.47,0.07,30
3,213,230,2.12,2.90,0.05,30
4,166,209,3.86,4.63,0.08,25
5,142,189,6.03,6.40,0.06,20
6,103,219,5.90,6.30,0.07,35
7,117,265,2.10,2.84,0.43,35
8,93,283,7.26,7.80,0.04,20
9,134,256,1.23,2.07,0.06,30
10,171,288,5.04,5.70,0.08,25
11,181,278,2.78,3.44,0.03,20
12,134,264,2.08,2.59,0.04,25
13,81,253,2.34,2.96,0.04,25
14,82,264,5.44,6.07,0.08,20
15,115,222,4.99,5.96,0.07,20
16,142,180,6.02,6.53,0.07,25
17,145,147,3.13,4.01,0.08,25
18,155,121,4.52,4.99,0.05,35
19,172,103,2.56,3.35,0.08,25
20,168,73,7.56,8.02,0.04,40
21,188,45,2.55,3.09,0.03,20
22,241,8,3.80,4.36,0.08,35
23,250,61,6.03,6.72,0.06,20
24,237,89,7.11,7.66,0.08,30
25,249,132,7.85,8.78,0.06,40
26,251,172,3.06,4.16,0.39,20
27,216,166,1.10,1.65,0.08,20
28,256,120,4.02,4.40,0.05,40
29,266,128,1.66,2.53,0.05,25
30,283,124,2.97,3.36,0.05,20
31,290,158,2.16,3.16,0.05,20
32,257,172,6.44,7.41,0.07,30
33,207,223,2.44,3.34,0.05,20
34,157,267,7.14,7.85,0.06,40
35,165,240,2.65,3.16,0.06,40
36,187,229,5.27,6.05,0.06,25
37,227,200,4.89,5.55,0.06,40
38,254,184,5.59,6.36,0.04,20
39,243,178,6.71,7.56,0.04,25
40,230,233,1.17,2.48,0.46,25
41,210,247,6.49,7.20,0.03,30
42,253,290,1.87,2.82,0.04,25
43,283,258,1.85,3.10,0.36,30
44,276,290,1.12,1.76,0.05,20
45,234,264,3.66,4.24,0.05,35
46,251,233,0.17,0.68,0.04,35
47,230,279,1.07,1.58,0.04,25
48,220,244,0.72,1.22,0.03,40
49,195,223,6.80,7.72,0.07,35
50,217,218,1.77,2.64,0.04,40
