186
80
65
1.8
1.9
250
600
500
120
0,179,179
1,4,51,1.11,2.23,0.04,8
2,156,37,6.35,7.52,0.04,10
3,9,142,0.84,1.90,0.08,8
4,134,92,5.62,6.42,0.06,8
5,61,99,4.64,5.65,0.07,9
6,47,78,3.17,3.93,0.08,9
7,125,44,0.35,1.41,0.08,7
8,108,88,6.71,7.58,0.03,6
9,110,41,6.82,7.62,0.04,8
10,60,83,2.16,2.96,0.05,7
11,130,22,2.76,3.46,0.08,9
12,41,190,4.47,5.38,0.05,5
13,157,215,2.81,3.64,0.07,10
14,108,116,2.06,3.04,0.04,10
15,203,59,1.57,2.68,0.07,7
16,70,179,3.06,3.75,0.03,10
17,2,142,5.22,6.17,0.08,8
18,26,120,1.26,2.43,0.08,9
19,173,56,0.84,1.66,0.03,10
20,197,122,3.27,4.12,0.07,7
21,15,120,2.54,3.50,0.05,7
22,112,154,1.47,2.46,0.06,5
23,8,31,0.15,0.95,0.07,10
24,144,159,2.79,3.68,0.08,6
25,48,185,1.99,3.01,0.04,7
26,62,108,1.19,2.26,0.06,10
27,85,153,0.93,1.70,0.06,8
28,89,96,0.54,2.05,0.35,5
29,27,186,2.84,3.69,0.05,7
30,147,86,0.24,1.23,0.04,8
31,15,153,6.18,7.36,0.43,10
32,209,123,4.79,6.04,0.06,10
33,71,200,5.13,6.24,0.06,5
34,193,162,1.10,1.79,0.03,6
35,153,99,6.72,7.84,0.07,9
36,207,34,3.31,4.18,0.03,8
37,45,51,4.83,5.79,0.23,5
38,45,134,0.33,1.21,0.03,9
39,153,197,2.82,3.96,0.04,8
40,11,106,0.46,1.38,0.05,7
41,87,167,3.48,4.21,0.07,8
42,111,201,4.79,5.81,0.04,10
43,176,6,5.28,6.10,0.07,7
44,10,59,2.14,2.88,0.07,8
45,57,165,4.24,5.45,0.06,6
46,1,118,2.89,3.67,0.03,5
47,16,26,1.93,2.82,0.06,8
48,196,80,4.79,5.53,0.08,6
49,1,33,1.33,2.58,0.07,8
50,53,200,2.76,3.61,0.03,8
51,119,168,1.62,2.69,0.03,9
52,208,142,2.21,3.36,0.04,5
53,0,180,5.03,6.29,0.08,9
54,76,157,4.31,5.45,0.03,10
55,103,106,1.57,2.87,0.38,8
56,80,122,3.41,4.22,0.07,9
57,107,122,3.96,4.80,0.03,6
58,147,30,3.31,4.04,0.07,9
59,61,132,4.25,5.58,0.25,6
60,173,84,5.35,6.04,0.06,10
61,21,37,4.95,5.90,0.06,9
62,125,215,6.31,7.47,0.07,8
63,55,214,6.60,7.66,0.04,8
64,57,66,4.63,5.54,0.04,6
65,73,8,3.20,4.24,0.06,8
66,213,62,0.58,1.55,0.08,10
67,120,38,3.76,4.53,0.06,6
68,118,30,6.14,7.39,0.07,5
69,169,71,2.05,3.20,0.06,8
70,35,207,4.96,6.19,0.21,10
71,94,186,0.22,1.45,0.08,6
72,85,205,0.57,1.89,0.33,10
73,83,175,4.99,5.86,0.07,7
74,61,216,5.62,6.42,0.04,10
75,58,159,0.38,1.34,0.04,8
76,214,143,1.96,3.07,0.04,6
77,208,115,1.30,2.12,0.06,5
78,143,39,0.78,1.56,0.04,8
79,61,183,6.57,7.42,0.04,10
80,135,200,5.12,6.03,0.04,6
