113
50
75
2.0
1.4
200
400
400
180
0,48,104
1,62,134,0.36,0.85,0.05,5
2,41,117,1.18,1.96,0.06,10
3,14,84,4.45,5.33,0.06,7
4,30,109,2.29,2.84,0.04,7
5,60,83,3.08,3.84,0.03,8
6,91,51,6.98,7.91,0.04,9
7,56,36,4.57,5.60,0.28,10
8,46,4,4.80,5.17,0.06,5
9,29,44,0.64,1.48,0.04,9
10,61,65,3.49,4.12,0.06,7
11,77,73,6.04,6.46,0.06,8
12,101,83,3.33,4.30,0.04,6
13,136,70,0.86,1.68,0.44,8
14,145,103,2.66,3.05,0.05,5
15,156,104,2.06,2.59,0.05,10
16,176,113,2.71,3.23,0.03,5
17,171,145,3.28,4.12,0.05,10
18,141,134,3.07,3.58,0.07,8
19,102,99,3.53,4.72,0.47,9
20,83,71,1.66,2.71,0.08,9
21,52,54,1.82,2.19,0.06,10
22,21,27,4.98,5.98,0.05,9
23,45,60,4.74,5.46,0.04,5
24,24,58,2.59,3.25,0.05,5
25,2,95,7.58,8.00,0.07,8
26,36,78,1.05,1.95,0.04,8
27,65,74,2.99,3.62,0.04,6
28,81,38,4.24,5.26,0.07,7
29,96,35,6.19,7.18,0.06,6
30,135,23,1.47,2.00,0.03,8
31,119,44,2.07,2.83,0.03,10
32,121,18,8.21,9.36,0.49,7
33,155,25,5.82,6.19,0.06,9
34,137,41,6.82,7.40,0.05,10
35,167,54,7.07,8.33,0.45,5
36,194,73,2.26,2.83,0.07,7
37,196,64,1.83,2.46,0.05,10
38,177,74,7.65,8.41,0.07,7
39,193,88,2.96,3.43,0.07,7
40,155,58,2.19,2.91,0.04,7
41,149,31,6.29,7.22,0.06,5
42,129,24,1.92,2.46,0.07,7
43,162,42,5.49,6.31,0.07,9
44,129,71,1.45,2.35,0.04,5
45,93,91,7.53,8.71,0.40,8
46,64,106,0.08,0.58,0.07,10
47,59,114,0.40,1.10,0.04,10
48,54,132,2.50,3.52,0.04,9
49,92,153,5.19,6.09,0.04,10
50,101,149,2.63,3.04,0.05,6
