282
150
78
2.6
2.0
200
600
300
140
0,99,128
1,191,100,2.71,3.79,0.07,30
2,205,200,0.96,1.68,0.06,30
3,94,115,0.39,1.41,0.04,20
4,163,61,3.40,4.72,0.43,40
5,63,137,1.16,2.35,0.04,25
6,133,193,5.08,6.52,0.31,30
7,76,7,6.65,7.44,0.06,35
8,63,6,4.79,5.48,0.07,40
9,166,34,0.75,1.95,0.43,25
10,82,158,5.49,6.15,0.06,35
11,14,118,0.95,2.14,0.04,25
12,141,84,4.63,5.33,0.05,35
13,6,67,0.25,0.95,0.07,30
14,163,15,1.23,2.61,0.25,20
15,91,66,7.00,7.99,0.07,30
16,136,145,0.39,1.30,0.06,30
17,188,110,6.64,7.54,0.08,20
18,23,202,4.66,5.87,0.04,25
19,87,184,0.17,1.09,0.04,25
20,89,193,4.34,5.99,0.47,25
21,149,107,2.70,3.46,0.04,25
22,142,200,1.69,2.59,0.07,30
23,14,89,6.62,7.52,0.05,20
24,75,105,0.58,1.57,0.33,35
25,116,189,6.07,6.99,0.04,30
26,108,179,0.06,0.96,0.05,40
27,134,32,6.81,7.80,0.06,35
28,58,147,3.96,5.08,0.07,30
29,138,15,2.73,3.70,0.06,20
30,153,80,4.42,5.55,0.06,40
31,150,13,0.46,1.57,0.05,20
32,67,201,3.96,4.78,0.08,20
33,172,66,6.94,8.16,0.05,25
34,78,128,2.51,3.92,0.48,30
35,96,6,1.90,2.91,0.07,20
36,75,198,3.54,4.51,0.32,40
37,190,76,2.56,3.67,0.05,35
38,194,43,4.15,4.89,0.04,25
39,183,47,0.96,2.20,0.06,40
40,208,106,5.82,6.81,0.06,20
41,88,32,3.90,5.00,0.05,40
42,57,110,0.18,0.94,0.06,35
43,30,169,1.22,2.37,0.07,20
44,17,78,4.85,6.01,0.04,35
45,64,98,4.94,5.70,0.03,25
46,11,197,2.44,3.41,0.04,30
47,181,147,2.67,3.67,0.08,35
48,146,176,1.17,2.43,0.32,20
49,11,39,5.98,6.64,0.04,20
50,129,88,3.57,4.32,0.03,40
51,113,70,5.91,6.90,0.35,35
52,146,189,0.42,1.27,0.05,35
53,186,85,5.77,6.50,0.07,20
54,112,117,3.79,5.01,0.04,25
55,55,140,2.72,3.36,0.04,20
56,94,145,1.82,2.98,0.05,20
57,64,92,1.07,2.24,0.04,30
58,197,112,6.64,7.71,0.07,40
59,124,124,2.05,2.92,0.06,20
60,26,41,4.60,5.48,0.04,20
61,193,209,0.61,1.55,0.03,25
62,66,189,4.63,5.76,0.07,35
63,121,147,0.48,1.34,0.06,30
64,25,180,4.43,5.18,0.06,20
65,148,47,4.53,5.21,0.06,40
66,98,206,3.85,5.10,0.06,25
67,29,107,2.15,3.19,0.07,25
68,173,124,0.65,1.69,0.06,30
69,50,185,5.25,6.49,0.04,20
70,195,118,3.46,4.52,0.05,25
71,194,137,4.05,5.18,0.03,25
72,62,45,0.60,1.58,0.05,40
73,109,185,2.74,3.65,0.03,35
74,47,29,0.21,1.31,0.46,30
75,28,128,2.79,4.07,0.44,40
76,12,164,6.76,7.84,0.06,20
77,36,88,6.30,7.07,0.05,40
78,30,22,3.83,4.55,0.03,35
79,47,17,1.85,2.92,0.05,20
80,204,117,0.90,2.32,0.40,30
81,16,97,1.69,2.43,0.03,40
82,98,156,0.37,1.37,0.03,35
83,165,2,5.15,6.13,0.07,40
84,51,56,2.14,3.00,0.05,40
85,158,4,2.75,3.74,0.04,25
86,114,5,3.48,4.36,0.04,25
87,32,29,4.20,5.32,0.04,20
88,9,189,2.94,3.63,0.08,30
89,119,32,5.47,6.67,0.08,25
90,150,144,4.65,5.42,0.05,20
91,90,122,0.56,1.66,0.04,40
92,170,89,0.08,1.16,0.08,25
93,99,29,5.48,6.30,0.08,40
94,12,176,4.34,5.42,0.07,30
95,152,204,0.84,1.66,0.05,40
96,205,176,1.46,2.64,0.07,35
97,160,167,1.93,2.92,0.06,40
98,163,90,5.12,6.08,0.03,40
99,189,157,5.08,6.08,0.05,25
100,14,67,2.01,2.86,0.06,25
101,86,132,1.90,3.00,0.29,40
102,126,100,1.65,2.54,0.03,30
103,54,38,2.55,3.39,0.05,35
104,173,194,5.36,6.40,0.05,25
105,167,180,4.16,5.02,0.07,30
106,161,155,2.68,3.69,0.03,40
107,101,134,3.06,4.20,0.06,35
108,18,1,0.56,1.57,0.04,25
109,73,44,4.44,5.52,0.45,40
110,22,107,0.97,1.93,0.06,20
111,19,20,5.64,6.78,0.08,20
112,52,120,5.75,6.53,0.05,40
113,160,103,1.09,1.75,0.04,25
114,44,119,3.09,4.28,0.04,20
115,141,128,2.69,3.50,0.05,25
116,105,82,3.64,4.76,0.04,35
117,36,194,1.17,1.86,0.05,20
118,96,20,0.27,1.08,0.04,40
119,145,36,5.57,6.78,0.07,35
120,78,14,0.07,1.19,0.04,35
121,22,132,6.05,7.61,0.41,20
122,136,160,6.04,7.03,0.04,40
123,154,41,0.60,1.54,0.03,20
124,176,182,2.46,3.29,0.08,40
125,31,61,4.34,5.17,0.03,30
126,180,175,6.99,8.20,0.03,25
127,209,208,3.51,4.78,0.07,20
128,107,34,2.11,2.96,0.04,40
129,145,1,0.34,1.22,0.07,30
130,134,208,1.24,2.22,0.03,30
131,70,84,2.37,3.36,0.07,25
132,38,172,2.63,3.63,0.07,30
133,23,167,0.92,2.08,0.06,20
134,73,50,6.10,7.14,0.03,25
135,64,77,5.87,6.57,0.03,40
136,204,185,3.08,4.18,0.08,35
137,191,175,2.77,3.73,0.05,25
138,109,126,6.44,7.69,0.05,30
139,34,14,1.12,2.04,0.08,40
140,130,74,6.22,7.36,0.05,35
141,175,113,1.20,1.94,0.06,30
142,15,134,5.16,6.24,0.07,30
143,52,157,2.87,3.98,0.04,20
144,146,161,2.65,3.74,0.03,25
145,14,57,6.25,6.94,0.05,20
146,80,34,0.52,1.65,0.47,25
147,131,176,5.09,6.63,0.35,25
148,54,79,0.82,1.93,0.05,25
149,169,153,3.33,4.08,0.06,20
150,53,63,2.40,3.39,0.07,40
