171
70
66
2.9
1.8
200
500
280
100
0,107,56
1,190,56,1.00,2.17,0.07,30
2,103,190,4.50,5.39,0.07,40
3,47,49,2.00,3.23,0.07,400
4,116,69,3.39,4.09,0.07,35
5,111,7,0.25,1.22,0.07,35
6,2,34,0.01,0.95,0.04,20
7,175,30,5.68,6.71,0.24,325
8,95,98,3.16,4.17,0.41,40
9,130,192,3.11,4.29,0.05,40
10,98,54,2.97,4.00,0.07,20
11,51,164,4.74,5.82,0.06,325
12,55,157,3.58,4.60,0.06,30
13,161,6,6.09,7.65,0.40,35
14,161,50,4.45,5.61,0.07,35
15,146,14,6.60,7.79,0.07,500
16,146,60,4.86,5.82,0.23,25
17,40,105,5.23,6.36,0.04,400
18,17,117,2.52,3.36,0.05,400
19,117,31,2.60,3.63,0.07,20
20,77,150,0.99,2.20,0.04,40
21,159,12,0.83,1.65,0.05,30
22,138,61,0.52,1.25,0.05,450
23,173,168,0.86,1.70,0.07,500
24,125,112,4.53,5.29,0.06,325
25,46,142,6.03,7.16,0.04,25
26,9,137,5.73,6.47,0.06,35
27,109,122,0.17,1.15,0.27,35
28,133,16,1.72,2.66,0.04,425
29,91,92,3.42,4.46,0.05,40
30,127,76,0.47,1.40,0.07,40
31,70,66,2.73,3.73,0.04,35
32,183,116,6.06,6.78,0.06,375
33,35,7,3.49,4.45,0.05,20
34,107,88,4.63,5.33,0.07,30
35,173,178,2.92,4.04,0.05,30
36,146,174,0.32,1.12,0.03,325
37,192,85,2.12,2.96,0.07,500
38,43,67,5.71,6.93,0.07,35
39,94,166,0.93,1.96,0.03,425
40,31,190,5.02,5.90,0.07,30
41,162,175,4.94,5.76,0.04,350
42,19,177,1.18,1.96,0.06,30
43,16,75,6.35,7.59,0.33,30
44,69,27,0.30,1.45,0.05,30
45,148,37,6.61,7.70,0.08,350
46,100,92,6.39,7.93,0.44,20
47,80,1,3.73,4.51,0.04,35
48,13,100,2.25,3.51,0.06,300
49,57,193,2.12,2.98,0.04,300
50,134,34,6.85,7.84,0.06,25
51,17,158,6.03,7.26,0.30,500
52,180,74,6.70,7.78,0.05,30
53,90,152,1.98,3.16,0.07,25
54,166,99,1.97,2.61,0.03,20
55,160,183,0.01,1.16,0.45,425
56,89,35,3.40,4.37,0.03,500
57,83,179,2.29,3.52,0.04,300
58,48,21,0.23,1.21,0.08,20
59,80,166,0.62,1.48,0.05,35
60,184,147,4.68,5.50,0.03,400
61,32,24,0.86,1.73,0.04,450
62,165,189,0.78,1.80,0.04,25
63,166,81,4.26,5.58,0.27,35
64,49,9,4.51,5.58,0.05,25
65,156,28,3.21,4.30,0.07,20
66,130,58,3.52,4.74,0.22,40
67,62,186,2.00,3.09,0.06,30
68,37,146,1.04,2.00,0.07,20
69,17,136,4.47,5.59,0.06,500
70,46,125,5.57,6.74,0.04,40
