29
20
75
1.6
1.4
350
700
220
200
0,149,265
1,186,297,4.40,4.83,0.04,40
2,212,266,0.58,1.25,0.07,20
3,156,258,4.25,4.76,0.07,25
4,199,211,1.62,2.33,0.08,40
5,229,183,2.15,2.50,0.05,30
6,234,162,4.29,5.57,0.42,30
7,189,126,1.98,2.37,0.05,20
8,189,108,7.20,7.66,0.04,25
9,208,77,5.76,6.53,0.22,25
10,268,28,3.35,4.15,0.05,35
11,318,45,7.24,8.20,0.05,35
12,312,10,7.28,7.67,0.06,35
13,285,21,3.88,4.46,0.04,40
14,286,57,5.28,6.17,0.32,20
15,253,17,5.56,6.13,0.06,25
16,291,41,3.58,4.39,0.04,25
17,231,50,3.98,4.55,0.04,30
18,168,53,7.61,8.00,0.03,25
19,148,74,2.71,3.49,0.04,20
20,113,126,6.29,7.24,0.06,25
