83
40
65
2.8
1.4
250
500
180
180
0,112,201
1,153,226,3.95,5.73,0.07,425
2,144,204,3.28,4.95,0.03,475
3,141,239,2.26,3.87,0.08,450
4,190,193,6.70,8.70,0.03,375
5,236,179,7.23,9.18,0.03,375
6,237,207,1.60,3.63,0.05,300
7,246,162,6.25,8.34,0.40,300
8,226,201,6.79,8.74,0.07,475
9,239,222,2.44,4.32,0.29,475
10,236,173,3.30,5.01,0.06,500
11,213,184,2.99,4.69,0.05,350
12,168,158,4.73,6.51,0.07,350
13,180,178,1.43,3.03,0.07,350
14,184,195,0.63,2.26,0.05,400
15,208,193,6.14,7.93,0.04,450
16,205,168,7.15,9.04,0.06,450
17,177,126,7.63,9.66,0.06,375
18,166,114,1.31,2.96,0.06,375
19,155,97,4.39,6.27,0.04,325
20,140,67,5.79,8.04,0.35,450
21,124,30,3.02,4.78,0.06,425
22,141,39,2.26,4.00,0.05,450
23,167,43,3.35,5.33,0.07,450
24,158,31,7.47,9.36,0.03,500
25,136,7,2.73,4.51,0.05,475
26,107,13,3.42,5.09,0.04,450
27,151,25,7.77,10.11,0.37,350
28,201,73,4.91,6.97,0.07,475
29,248,99,4.46,6.48,0.07,500
30,248,63,6.43,8.37,0.04,450
31,243,21,7.25,9.07,0.04,500
32,215,29,5.15,6.74,0.07,475
33,190,56,3.61,5.36,0.05,400
34,147,74,6.09,7.64,0.04,375
35,147,113,4.56,6.36,0.06,350
36,123,159,3.07,4.82,0.04,300
37,104,198,0.39,2.48,0.42,350
38,96,227,1.28,3.21,0.03,475
39,75,231,0.94,2.75,0.03,500
40,57,241,8.13,9.97,0.07,500
