207
90
77
2.9
1.0
300
500
240
100
0,75,64
1,56,58,6.87,7.75,0.04,20
2,202,53,1.94,2.91,0.06,25
3,253,114,2.04,3.20,0.06,25
4,175,173,5.40,6.14,0.07,20
5,135,110,3.03,3.85,0.06,35
6,169,224,3.96,4.93,0.03,30
7,269,254,5.82,6.66,0.05,30
8,288,4,4.02,4.87,0.08,35
9,292,213,5.39,6.43,0.07,35
10,191,300,2.27,3.04,0.05,35
11,297,15,0.32,1.66,0.33,40
12,137,311,5.12,6.09,0.06,40
13,263,214,3.71,4.46,0.07,35
14,88,250,3.78,4.96,0.05,40
15,221,330,5.27,6.47,0.04,20
16,44,196,1.34,2.36,0.05,40
17,194,224,6.00,7.07,0.05,20
18,249,259,0.60,1.27,0.06,30
19,113,284,3.74,4.91,0.07,35
20,299,263,3.32,4.42,0.04,35
21,246,270,5.73,6.87,0.04,30
22,265,187,3.38,4.56,0.05,30
23,178,137,5.72,6.66,0.03,25
24,48,66,6.77,7.48,0.06,40
25,46,227,5.42,6.57,0.20,25
26,233,122,1.59,2.34,0.05,40
27,217,311,0.24,1.00,0.07,35
28,182,282,5.45,6.64,0.07,20
29,321,20,5.70,7.16,0.43,25
30,93,49,4.77,5.70,0.08,30
31,277,315,5.88,6.57,0.03,35
32,284,31,1.15,2.18,0.03,40
33,77,85,1.81,2.60,0.08,35
34,307,282,3.64,4.51,0.06,40
35,156,262,2.72,3.57,0.08,25
36,230,258,3.54,4.33,0.05,25
37,252,126,1.47,2.69,0.04,25
38,251,6,5.23,6.43,0.07,40
39,90,328,4.71,5.90,0.03,30
40,279,116,6.00,6.79,0.03,40
41,256,240,1.32,2.02,0.03,30
42,305,156,1.91,3.15,0.05,35
43,130,281,6.55,7.50,0.06,25
44,128,248,0.33,1.52,0.04,20
45,39,272,5.64,6.83,0.41,25
46,90,182,0.35,1.26,0.04,40
47,133,238,0.92,1.63,0.06,35
48,215,161,2.50,3.22,0.04,25
49,129,158,3.66,4.57,0.06,25
50,32,251,5.42,6.66,0.43,35
51,118,204,3.20,3.93,0.06,30
52,180,93,5.25,6.39,0.06,30
53,3,16,3.16,4.25,0.06,20
54,144,157,1.07,1.94,0.06,25
55,48,326,6.60,7.38,0.06,40
56,160,309,4.63,5.80,0.08,20
57,218,86,1.65,2.42,0.07,20
58,154,119,5.09,6.26,0.07,30
59,298,201,0.77,1.70,0.07,25
60,267,146,2.56,3.68,0.08,30
61,260,231,6.86,7.59,0.06,20
62,318,206,1.80,3.00,0.05,35
63,96,324,4.76,5.87,0.47,25
64,253,296,6.19,7.12,0.04,30
65,104,26,1.78,2.85,0.31,40
66,18,72,4.79,5.48,0.05,30
67,147,328,2.54,3.39,0.08,35
68,30,16,3.35,4.47,0.07,25
69,140,34,1.04,1.72,0.07,35
70,310,230,4.43,5.90,0.36,20
71,4,26,4.85,5.76,0.03,35
72,63,8,4.85,5.95,0.43,25
73,181,129,2.80,3.50,0.07,30
74,298,105,3.45,4.17,0.04,35
75,185,10,6.56,7.64,0.04,20
76,178,66,6.67,7.49,0.06,20
77,22,152,4.03,5.08,0.30,20
78,298,319,0.40,1.31,0.05,20
79,324,1,0.39,1.48,0.04,40
80,114,256,5.24,6.28,0.06,40
81,226,96,2.25,3.48,0.04,30
82,49,116,5.07,6.16,0.03,35
83,74,169,5.19,6.75,0.46,20
84,311,31,2.52,3.33,0.07,35
85,205,172,4.73,5.77,0.07,30
86,154,277,1.81,2.81,0.03,20
87,80,38,3.50,4.69,0.27,35
88,51,194,1.03,1.72,0.03,40
89,109,8,3.05,3.91,0.03,40
90,71,4,0.82,1.79,0.07,25
