273
125
72
3.0
1.7
100
400
150
2200
0,29,43
1,131,11,3.95,4.75,0.06,25
2,153,108,6.75,7.97,0.05,35
3,63,109,5.83,7.43,0.42,30
4,142,119,1.04,2.09,0.06,40
5,23,131,1.16,1.89,0.04,25
6,96,8,5.01,5.90,0.06,20
7,161,30,1.78,2.50,0.07,40
8,45,83,5.32,6.50,0.04,25
9,128,23,1.38,2.60,0.47,35
10,160,11,5.03,6.13,0.04,35
11,8,60,3.82,5.30,0.46,20
12,91,108,4.38,5.39,0.03,30
13,1,109,1.99,3.04,0.08,35
14,81,161,1.70,2.72,0.04,25
15,58,64,0.97,1.77,0.08,35
16,72,33,0.00,0.86,0.08,30
17,77,122,5.62,6.42,0.08,30
18,124,116,0.22,1.13,0.05,20
19,97,50,6.60,7.53,0.05,40
20,81,40,5.26,5.91,0.03,40
21,23,92,0.71,1.85,0.04,25
22,162,61,5.06,6.35,0.31,40
23,27,34,5.93,6.76,0.04,20
24,83,86,5.68,6.82,0.03,40
25,147,126,5.47,6.53,0.07,30
26,8,11,5.82,6.90,0.08,30
27,155,144,1.94,2.78,0.06,35
28,78,134,1.36,2.43,0.07,30
29,134,139,0.23,1.37,0.06,30
30,41,38,2.04,3.09,0.07,25
31,13,92,5.75,7.28,0.42,40
32,142,153,3.97,4.80,0.08,20
33,48,11,0.28,1.23,0.03,30
34,33,113,3.97,5.12,0.04,25
35,163,133,6.39,7.47,0.05,40
36,123,148,2.73,3.95,0.05,25
37,127,53,3.19,4.13,0.08,35
38,74,101,2.26,3.35,0.39,25
39,118,157,4.07,5.15,0.08,25
40,70,39,4.32,5.06,0.07,30
41,48,148,6.45,7.51,0.40,30
42,124,84,4.56,5.29,0.03,20
43,112,90,1.82,3.17,0.42,20
44,12,103,6.74,7.69,0.07,25
45,116,135,4.64,5.39,0.07,30
46,25,10,6.13,6.83,0.03,35
47,89,81,4.65,5.68,0.03,30
48,118,100,5.08,5.82,0.04,35
49,104,147,1.00,1.91,0.07,40
50,42,46,6.28,7.42,0.08,35
51,123,11,5.02,5.95,0.04,40
52,44,140,1.23,2.42,0.08,30
53,109,104,5.48,6.51,0.08,30
54,101,111,0.88,2.10,0.04,35
55,91,72,3.92,4.88,0.04,40
56,56,35,3.57,4.40,0.05,30
57,21,152,5.16,5.87,0.05,20
58,136,20,6.68,7.32,0.04,35
59,116,116,4.22,5.39,0.06,30
60,26,64,2.54,3.27,0.07,30
61,47,154,5.15,5.98,0.04,35
62,85,22,5.64,6.86,0.04,20
63,124,38,4.56,5.48,0.05,30
64,112,30,6.16,7.36,0.04,20
65,86,59,6.92,7.63,0.07,30
66,9,112,5.21,6.23,0.05,20
67,5,146,0.67,1.51,0.05,25
68,3,101,2.54,3.69,0.05,20
69,106,84,1.07,2.04,0.06,35
70,149,54,4.48,5.72,0.42,30
71,37,162,1.06,2.11,0.05,20
72,69,155,3.27,4.00,0.06,40
73,123,76,2.56,3.35,0.07,35
74,26,19,6.33,7.53,0.07,20
75,20,45,1.23,2.15,0.04,30
76,40,90,6.77,7.61,0.06,35
77,147,23,2.31,3.33,0.06,30
78,54,132,5.48,6.46,0.04,40
79,90,12,0.26,1.11,0.06,25
80,146,2,0.53,1.61,0.07,25
81,147,75,3.29,4.49,0.06,35
82,18,106,1.52,2.69,0.07,20
83,103,133,3.88,4.92,0.07,30
84,6,1,2.41,3.52,0.05,20
85,44,60,1.07,1.75,0.07,30
86,75,67,1.81,2.61,0.04,35
87,72,7,6.94,7.65,0.07,25
88,63,21,0.74,1.70,0.05,20
89,153,45,6.72,7.38,0.05,25
90,2,129,0.39,1.32,0.06,20
91,78,29,4.33,5.24,0.05,40
92,27,83,3.43,4.41,0.07,25
93,31,11,0.28,1.42,0.04,20
94,148,120,2.78,3.86,0.04,35
95,74,91,2.37,3.44,0.03,35
96,91,114,0.00,1.10,0.07,20
97,134,106,3.50,4.32,0.04,35
98,101,38,5.72,6.87,0.07,20
99,147,159,2.56,3.60,0.06,35
100,65,98,4.58,5.33,0.04,30
101,94,88,6.17,7.34,0.28,35
102,75,108,1.88,3.12,0.06,35
103,21,58,6.86,7.61,0.07,20
104,88,145,4.76,5.81,0.04,25
105,44,29,4.82,5.64,0.05,25
106,131,127,2.50,3.37,0.08,20
107,71,136,2.36,3.39,0.03,40
108,95,153,5.50,6.69,0.06,20
109,66,46,6.82,7.73,0.05,20
110,142,91,0.90,2.03,0.05,20
111,49,43,2.36,3.32,0.04,20
112,66,15,6.86,7.84,0.07,20
113,128,139,0.01,1.15,0.05,30
114,38,153,3.04,4.20,0.04,20
115,9,47,3.95,4.84,0.04,40
116,159,94,6.76,7.64,0.06,25
117,78,80,6.71,7.90,0.06,35
118,69,142,5.93,7.12,0.47,40
119,158,151,1.98,2.96,0.05,25
120,126,156,0.62,2.01,0.21,20
121,10,82,5.12,6.26,0.06,25
122,118,26,1.00,1.70,0.07,25
123,60,81,3.49,4.68,0.05,30
124,146,38,5.94,6.76,0.06,35
125,42,101,5.30,6.21,0.05,20
