"id","association","license","reqgames","maxgames","club","HSR","HSRP","GFL","GFL2","geoLat","geoLng","licind","mobility"
1,1,"C",0,100,56,0,0,0,1,49.7617839651088,9.95722098969606,0,"true"
2,1,"B",0,100,58,1,0,1,1,50.4538243748057,8.12740199063444,0,"true"
3,1,"A",0,100,17,1,0,1,1,49.0099617207647,8.1341621063185,0,"true"
4,1,"A",0,100,44,1,0,1,1,50.3599983298523,8.4473794261545,0,"true"
5,1,"B",0,100,56,0,0,1,1,51.6056834942515,7.48490359069003,0,"true"
6,1,"B",0,100,13,1,0,1,1,48.3157709877873,7.98967304206923,0,"true"
7,1,"A",0,100,26,1,0,1,1,48.866198427262,9.19878782784228,0,"true"
8,1,"B",0,100,6,1,0,1,1,49.4335444393964,8.19153269905995,0,"true"
9,1,"A",0,100,3,1,0,1,1,52.306369073597,6.97547370468313,0,"true"
10,1,"C",0,100,24,0,0,0,1,49.4788958529647,9.3853748734681,0,"true"
11,1,"B",0,100,19,0,0,1,1,51.7144348961745,9.06915405884656,0,"true"
12,1,"D",0,100,2,0,0,0,0,48.1868972050222,7.07232620170169,0,"true"
13,1,"B",0,100,56,1,0,1,1,49.1754668085324,9.04614287627317,0,"true"
14,1,"B",0,100,4,1,0,1,1,51.0820931796257,8.10556199320072,0,"true"
15,1,"A",0,100,12,1,0,1,1,51.7115343279107,8.88635288200441,0,"true"
16,1,"C",0,100,34,0,0,0,1,50.8738407959651,8.98256515199158,0,"true"
17,1,"C",0,100,16,0,1,0,1,49.6849385129114,6.60700303853304,0,"true"
18,1,"D",0,100,27,0,0,0,0,49.2612715677277,9.30495109671635,0,"true"
19,1,"C",0,100,23,0,1,0,1,47.6486749695494,9.88743043267556,0,"true"
20,1,"D",0,100,31,0,0,0,0,49.892244951275,9.89914813807558,0,"true"
21,1,"B",0,100,58,1,0,1,1,50.1539721943151,9.75717952741652,0,"true"
22,1,"A",0,100,16,1,0,1,1,50.4867137224411,8.92155496326451,0,"true"
23,1,"B",0,100,45,1,0,1,1,49.0696954573757,8.0475157011894,0,"true"
24,1,"C",0,100,60,0,0,0,1,49.2955478869972,7.02768952411437,0,"true"
25,1,"C",0,100,29,0,0,0,1,49.4716989441379,8.8865005053742,0,"true"
26,1,"D",0,100,5,0,0,0,0,51.300210448419,9.80121583479317,0,"true"
27,1,"B",0,100,49,1,0,1,1,48.0513132970131,8.65470826035339,0,"true"
28,1,"D",0,100,48,0,0,0,0,51.1388226381703,11.272061219504,0,"true"
29,1,"C",0,100,49,0,0,0,1,49.8982606508952,8.42190880252278,0,"true"
30,1,"A",0,100,5,1,0,1,1,51.3802101692808,9.62342392706226,0,"true"
31,1,"C",0,100,12,0,0,0,1,50.3803071774555,9.15088183044739,0,"true"
32,1,"D",0,100,8,0,0,0,0,48.7237511247247,7.35320257881803,0,"true"
33,1,"B",0,100,8,0,1,1,1,49.7215404843883,7.75325092585804,0,"true"
