"id","association","license","reqgames","maxgames","club","HSR","HSRP","GFL","GFL2","geoLat","geoLng","licind","mobility"
1,1,"C",0,100,52,0,0,0,1,49.9175517464349,8.6291138945371,0,"true"
2,1,"C",0,100,77,0,1,0,1,49.8961980507872,7.99671402242163,0,"true"
3,1,"A",0,100,90,1,0,1,1,51.0246149350515,8.24442704887351,0,"true"
4,1,"C",0,100,9,0,0,0,1,49.9154100437867,7.5285830077864,0,"true"
5,1,"A",0,100,1,1,0,1,1,50.4617014690052,8.52772477187065,0,"true"
6,1,"E",0,100,51,0,0,0,0,51.903927329311,9.73509795990288,1,"true"
7,1,"C",0,100,80,0,0,0,1,51.768999801679,8.75766261651709,0,"true"
8,1,"D",0,100,3,0,0,0,0,50.1376473577563,9.33023095543596,0,"true"
9,1,"A",0,100,64,1,0,1,1,51.2712012556233,9.59424541735141,0,"true"
10,1,"B",0,100,88,1,0,1,1,49.9555445415439,9.82251758334412,0,"true"
11,1,"C",0,100,69,0,0,0,1,49.2442880578897,8.82923190679056,0,"true"
12,1,"A",0,100,27,1,0,1,1,50.7918104368863,9.0900182259016,0,"true"
13,1,"A",0,100,23,1,0,1,1,52.0814854237444,9.26214924277054,0,"true"
14,1,"B",0,100,30,0,0,1,1,50.6225208687008,9.49195343997693,0,"true"
15,1,"B",0,100,30,1,0,1,1,49.4453969411943,7.14125740654024,0,"true"
16,1,"A",0,100,22,1,0,1,1,50.9320779708429,8.11084739480533,0,"true"
17,1,"E",0,100,84,0,0,0,0,49.9366877315565,9.90012824288467,1,"true"
18,1,"B",0,100,30,1,0,1,1,49.3060192946327,7.40897842196505,0,"true"
19,1,"B",0,100,87,1,0,1,1,48.983108280836,11.3573058030311,0,"true"
20,1,"C",0,100,88,0,1,0,1,48.9804601702193,8.62808949869548,0,"true"
21,1,"D",0,100,15,0,0,0,0,51.5944538725157,6.70426294636009,0,"true"
22,1,"D",0,100,50,0,0,0,0,49.7481170655546,9.0893334493607,0,"true"
23,1,"B",0,100,94,1,0,1,1,51.0698309933082,10.0648936676244,0,"false"
24,1,"B",0,100,98,1,0,1,1,50.0204918870598,10.1475963712606,0,"true"
25,1,"B",0,100,43,1,0,1,1,49.3881891812426,8.67322061840923,0,"true"
26,1,"E",0,100,35,0,0,0,0,51.4276990775708,8.99008101619682,1,"true"
27,1,"B",0,100,63,1,0,1,1,49.6892916841432,10.7149506258519,0,"true"
28,1,"D",0,100,39,0,0,0,0,52.1856483924733,7.1228549372631,0,"true"
29,1,"E",0,100,8,0,0,0,0,47.9234812132441,8.29270278461092,1,"true"
30,1,"B",0,100,84,1,0,1,1,50.856380884968,11.3801713384097,0,"true"
31,1,"D",0,100,67,0,0,0,0,51.5598954870358,7.64920140662559,0,"true"
32,1,"B",0,100,46,1,0,1,1,48.3619230778382,10.6631462489736,0,"true"
33,1,"C",0,100,23,0,0,0,1,50.3102654246652,11.2852826905144,0,"true"
34,1,"C",0,100,52,0,1,0,1,49.7907776440491,10.4733395027218,0,"true"
35,1,"D",0,100,31,0,0,0,0,50.2671868821402,9.99786230063818,0,"true"
36,1,"A",0,100,52,1,0,1,1,48.4989787287279,8.75046305436382,0,"true"
37,1,"B",0,100,39,0,1,1,1,49.0152533244357,10.2235387689996,0,"true"
38,1,"B",0,100,7,1,0,1,1,50.2272946074037,7.89743303793647,0,"true"
39,1,"D",0,100,39,0,0,0,0,50.9921109148079,10.2666327454035,0,"true"
40,1,"A",0,100,81,1,0,1,1,51.6325726162547,10.0907629459683,0,"true"
41,1,"D",0,100,44,0,0,0,0,48.2598128602963,7.83057190075198,0,"true"
42,1,"D",0,100,8,0,0,0,0,47.6768655660376,6.40855218030668,0,"true"
43,1,"C",0,100,93,0,0,0,1,51.0387569503104,11.1303134757063,0,"true"
44,1,"C",0,100,92,0,0,0,1,51.3822120576761,10.6182843863983,0,"true"
45,1,"A",0,100,77,1,0,1,1,48.8914037887485,6.18740418798648,0,"true"
46,1,"A",0,100,77,1,0,1,1,48.2851948443021,10.6961922417852,0,"true"
47,1,"A",0,100,89,1,0,1,1,50.0539426512883,9.3614711905926,0,"true"
48,1,"C",0,100,1,0,0,0,1,50.0098373417117,8.54403223095088,0,"true"
49,1,"C",0,100,61,0,0,0,1,49.9283313393841,9.64812639071452,0,"true"
50,1,"D",0,100,23,0,0,0,0,50.920434696735,9.60664365547225,0,"true"
51,1,"B",0,100,37,0,1,1,1,50.8381902097562,7.82015155173279,0,"true"
52,1,"B",0,100,73,1,0,1,1,50.9629435372967,11.1455275728362,0,"true"
53,1,"C",0,100,99,0,1,0,1,48.049092447468,8.77999460252749,0,"true"
54,1,"D",0,100,80,0,0,0,0,50.6206126090794,10.2053697343203,0,"true"
55,1,"B",0,100,80,1,0,1,1,49.1601225139996,9.58665350033781,0,"true"
56,1,"B",0,100,63,0,0,1,1,49.5643388394632,6.99958753838982,0,"true"
57,1,"A",0,100,98,1,0,1,1,50.0636331889116,7.30197029074647,0,"true"
58,1,"C",0,100,4,0,0,0,1,47.7414465217088,8.8585030313197,0,"true"
59,1,"A",0,100,14,1,0,1,1,50.9427725060446,9.25374547444905,0,"true"
60,1,"E",0,100,92,0,0,0,0,50.6679819816692,8.97344350334392,1,"true"
61,1,"C",0,100,50,0,0,0,1,49.5940335595903,7.86462339994659,0,"true"
62,1,"B",0,100,21,0,1,1,1,50.9927378604826,8.92555991856396,0,"true"
63,1,"A",0,100,14,1,0,1,1,49.2508094483574,8.83266681559814,0,"true"
64,1,"A",0,100,36,1,0,1,1,48.8751377365097,7.9856875779147,0,"false"
65,1,"C",0,100,83,0,0,0,1,49.6364413372854,7.48709752509469,0,"true"
66,1,"B",0,100,28,1,0,1,1,51.0662734770451,7.55595381229575,0,"true"
67,1,"E",0,100,95,0,0,0,0,49.9832555879022,6.88930688383583,1,"true"
68,1,"B",0,100,44,0,1,1,1,51.3124517489052,8.31410360676574,0,"true"
69,1,"B",0,100,29,0,1,1,1,50.7628347676245,8.98110895691056,0,"true"
70,1,"D",0,100,78,0,0,0,0,50.737559891771,6.83406439671933,0,"true"
71,1,"C",0,100,87,0,1,0,1,49.7306983104841,8.73745094292924,0,"true"
72,1,"C",0,100,45,0,0,0,1,51.8508900230051,6.49374038568411,0,"true"
73,1,"B",0,100,40,1,0,1,1,51.099729418287,10.3330012091883,0,"true"
74,1,"C",0,100,38,0,0,0,1,49.3208780129872,8.65584415053432,0,"true"
75,1,"D",0,100,63,0,0,0,0,48.1541988021689,7.68046977533463,0,"true"
76,1,"C",0,100,75,0,0,0,1,49.9595373685012,10.7274237796575,0,"true"
77,1,"E",0,100,77,0,0,0,0,51.3503505850955,9.30095396664992,1,"true"
78,1,"C",0,100,35,0,1,0,1,48.6603019907143,9.03198476570856,0,"true"
79,1,"B",0,100,89,0,0,1,1,49.3998875954976,9.50914925331349,0,"true"
80,1,"A",0,100,18,1,0,1,1,48.3624225002552,11.01366413996,0,"true"
81,1,"D",0,100,21,0,0,0,0,51.4340561810547,10.1252838180413,0,"true"
82,1,"A",0,100,76,1,0,1,1,50.9336341428756,10.0126486751015,0,"false"
83,1,"E",0,100,2,0,0,0,0,49.9383376473222,10.1201072654364,1,"true"
84,1,"D",0,100,12,0,0,0,0,49.1787728481831,10.853235105127,0,"true"
85,1,"D",0,100,65,0,0,0,0,50.5756258630265,8.56772721691962,0,"true"
86,1,"B",0,100,36,1,0,1,1,48.7284199095692,8.74118340251871,0,"true"
87,1,"B",0,100,32,1,0,1,1,49.0590660977225,7.88840541402406,0,"true"
88,1,"B",0,100,69,1,0,1,1,48.5511730893303,9.79407010701377,0,"true"
89,1,"D",0,100,92,0,0,0,0,50.9938509869519,8.20275774232804,0,"true"
90,1,"B",0,100,55,0,1,1,1,49.2039150942833,10.028821898097,0,"true"
91,1,"E",0,100,66,0,0,0,0,51.1765438588467,9.14456730992058,1,"true"
92,1,"B",0,100,71,1,0,1,1,49.981684308186,10.511017947018,0,"true"
93,1,"C",0,100,97,0,0,0,1,49.126163938726,9.03704260274422,0,"true"
94,1,"C",0,100,27,0,0,0,1,50.524556288271,11.0957615378748,0,"true"
95,1,"C",0,100,25,0,1,0,1,48.8018899709177,10.8675798579479,0,"true"
96,1,"B",0,100,58,1,0,1,1,51.9977035683859,9.20541986763677,0,"true"
97,1,"B",0,100,73,0,1,1,1,51.5543653271252,11.1409809222802,0,"true"
98,1,"D",0,100,11,0,0,0,0,51.4761324095696,10.0139186668574,0,"true"
99,1,"B",0,100,18,0,1,1,1,49.1319728293535,9.18727829549996,0,"true"
100,1,"B",0,100,83,0,0,1,1,50.8425402746142,9.42340623171968,0,"true"
