"id","association","license","reqgames","maxgames","club","HSR","HSRP","GFL","GFL2","geoLat","geoLng","licind","mobility"
1,1,"A",0,100,62,1,0,1,1,51.6297573586663,10.3155545879697,0,"true"
2,1,"A",0,100,25,1,0,1,1,49.6430032221672,6.92707916079529,0,"true"
3,1,"A",0,100,57,1,0,1,1,49.6130582852707,8.72557041810786,0,"false"
4,1,"D",0,100,50,0,0,0,0,49.9781635287868,10.3622268344019,0,"true"
5,1,"A",0,100,97,1,0,1,1,51.0087200863345,9.34721967743638,0,"true"
6,1,"A",0,100,61,1,0,1,1,51.1100321293365,7.97955569093063,0,"true"
7,1,"E",0,100,37,0,0,0,0,50.9139354164103,11.1876445349334,1,"true"
8,1,"E",0,100,90,0,0,0,0,50.6536814556319,10.2926127537326,1,"true"
9,1,"B",0,100,46,1,0,1,1,50.4653000545186,9.6605851054883,0,"true"
10,1,"C",0,100,65,0,0,0,1,49.1296503784035,7.51957633093178,0,"true"
11,1,"C",0,100,42,0,1,0,1,50.0835164120588,11.3726454128551,0,"true"
12,1,"B",0,100,60,0,1,1,1,50.4943359885362,8.31045335139081,0,"false"
13,1,"E",0,100,76,0,0,0,0,49.6227896164738,11.0837078288154,1,"true"
14,1,"D",0,100,99,0,0,0,0,50.7239776374159,9.50869930744247,0,"true"
15,1,"D",0,100,67,0,0,0,0,48.1509411478515,11.0758765366205,0,"true"
16,1,"C",0,100,49,0,0,0,1,51.0398947447455,10.0491247257192,0,"true"
17,1,"B",0,100,13,1,0,1,1,48.4790680326135,8.0658585785206,0,"true"
18,1,"E",0,100,87,0,0,0,0,50.7630876385202,9.74986076334723,1,"true"
19,1,"D",0,100,79,0,0,0,0,51.1882715475006,8.46213713265289,0,"true"
20,1,"C",0,100,9,0,1,0,1,49.530966756698,10.8440314365642,0,"true"
21,1,"B",0,100,44,0,0,1,1,51.095826850116,10.4741645915019,0,"true"
22,1,"A",0,100,85,1,0,1,1,49.386728219557,7.56640259283989,0,"true"
23,1,"B",0,100,70,1,0,1,1,50.5874442332261,8.0960067706679,0,"true"
24,1,"A",0,100,76,1,0,1,1,49.3985817194599,9.7885411948974,0,"true"
25,1,"C",0,100,47,0,0,0,1,48.8107714118891,8.1992732212813,0,"true"
26,1,"C",0,100,83,0,0,0,1,50.7741856614965,9.58639002751698,0,"true"
27,1,"E",0,100,77,0,0,0,0,51.4666401750253,9.06423050255107,1,"true"
28,1,"E",0,100,25,0,0,0,0,50.4732988948682,8.85186607962945,1,"true"
29,1,"E",0,100,55,0,0,0,0,50.3846287980181,8.40663974392884,1,"true"
30,1,"A",0,100,18,1,0,1,1,50.586904009133,10.7166683165513,0,"true"
31,1,"C",0,100,36,0,1,0,1,51.8167303676922,8.07578372615145,0,"true"
32,1,"E",0,100,17,0,0,0,0,50.0398922150978,7.64943636627193,1,"true"
33,1,"E",0,100,62,0,0,0,0,51.8623487053614,11.5018966446417,1,"true"
