"id","association","license","reqgames","maxgames","club","HSR","HSRP","GFL","GFL2","geoLat","geoLng","licind","mobility"
1,1,"E",0,100,47,0,0,0,0,50.2612614053994,8.26481002216221,1,"true"
2,1,"D",0,100,76,0,0,0,0,49.9552119422366,10.2525374183347,0,"true"
3,1,"B",0,100,17,1,0,1,1,51.2391044845718,8.59583449000598,0,"true"
4,1,"B",0,100,17,1,0,1,1,47.9761463370398,7.95597992677974,0,"true"
5,1,"E",0,100,48,0,0,0,0,50.672861326224,7.39781344259422,1,"true"
6,1,"C",0,100,80,0,0,0,1,50.235054912992,9.80917086438852,0,"false"
7,1,"B",0,100,75,1,0,1,1,49.3880422641952,11.0317118154422,0,"true"
8,1,"B",0,100,35,0,0,1,1,49.7648502252032,8.44588191645497,0,"true"
9,1,"E",0,100,5,0,0,0,0,48.7665165533622,11.1159945634443,1,"true"
10,1,"A",0,100,50,1,0,1,1,51.0947726971971,8.57047984467746,0,"true"
11,1,"A",0,100,58,1,0,1,1,49.3227677691157,10.4916379198554,0,"true"
12,1,"B",0,100,69,1,0,1,1,50.2797746455659,11.1253848951211,0,"true"
13,1,"C",0,100,59,0,0,0,1,51.8499366044187,10.6689351271275,0,"true"
14,1,"B",0,100,64,1,0,1,1,51.6650742791614,6.88243643965832,0,"true"
15,1,"A",0,100,67,1,0,1,1,48.6878009018149,6.92579579981681,0,"true"
16,1,"C",0,100,48,0,0,0,1,52.0474997600493,6.49782321491967,0,"true"
17,1,"C",0,100,5,0,0,0,1,49.9753447447489,9.68220393608051,0,"true"
18,1,"B",0,100,80,0,0,1,1,50.3563862238972,10.6870056360964,0,"true"
19,1,"C",0,100,19,0,0,0,1,50.728322421909,9.11457998917598,0,"true"
20,1,"B",0,100,56,0,1,1,1,48.7061313400692,7.92716122827029,0,"true"
21,1,"B",0,100,93,0,0,1,1,48.3312290784138,9.76573176746086,0,"true"
22,1,"B",0,100,90,0,1,1,1,49.2464143116007,9.12142807196798,0,"false"
23,1,"C",0,100,50,0,0,0,1,50.0495419349616,9.87296920940301,0,"false"
24,1,"D",0,100,39,0,0,0,0,50.0830010152293,7.44551411328865,0,"true"
25,1,"A",0,100,5,1,0,1,1,49.2192143240834,10.5439264921118,0,"true"
26,1,"C",0,100,76,0,0,0,1,51.3731855273312,9.84293148338639,0,"true"
27,1,"E",0,100,30,0,0,0,0,49.9796477872029,9.31433444661497,1,"true"
28,1,"E",0,100,68,0,0,0,0,50.5730437404103,10.1351965936865,1,"true"
29,1,"C",0,100,57,0,1,0,1,50.7193049826542,8.0719605798021,0,"true"
30,1,"E",0,100,51,0,0,0,0,49.725733033265,7.90923159616797,1,"true"
31,1,"A",0,100,22,1,0,1,1,48.2018911907359,7.42511948859641,0,"true"
32,1,"B",0,100,48,1,0,1,1,48.7521580507587,10.7053366876819,0,"true"
33,1,"D",0,100,25,0,0,0,0,50.5432168107956,7.95524816177423,0,"true"
34,1,"B",0,100,68,1,0,1,1,48.6784754201556,8.5236146517699,0,"true"
35,1,"E",0,100,49,0,0,0,0,47.8467004965307,8.43742879634528,1,"true"
36,1,"A",0,100,1,1,0,1,1,49.5977261052226,6.75375882822894,0,"true"
37,1,"C",0,100,53,0,1,0,1,49.8833582877708,9.90304685928846,0,"false"
38,1,"C",0,100,86,0,0,0,1,50.9131833483254,6.90326429085825,0,"true"
39,1,"A",0,100,17,1,0,1,1,51.2344131203033,7.87305021113809,0,"true"
40,1,"D",0,100,68,0,0,0,0,48.2377672100535,8.78928488763554,0,"true"
41,1,"A",0,100,74,1,0,1,1,49.9166557230785,9.5450269810392,0,"true"
42,1,"C",0,100,33,0,1,0,1,50.4314884028211,10.2582761031977,0,"true"
43,1,"A",0,100,9,1,0,1,1,49.7105010836305,6.22528827604065,0,"true"
44,1,"B",0,100,32,1,0,1,1,47.7670333052924,9.74668658563884,0,"true"
45,1,"C",0,100,63,0,0,0,1,50.5933690302722,10.6876706748032,0,"true"
46,1,"C",0,100,24,0,0,0,1,48.8202835648999,9.74849746475995,0,"true"
47,1,"E",0,100,17,0,0,0,0,48.9944087331662,9.98607954151856,1,"true"
48,1,"B",0,100,87,0,1,1,1,50.0158377314909,9.83059728483406,0,"true"
49,1,"B",0,100,35,0,0,1,1,49.3111237901698,6.23488334566916,0,"true"
50,1,"E",0,100,26,0,0,0,0,51.110804654098,8.89532370197809,1,"true"
51,1,"A",0,100,87,1,0,1,1,48.2491720027494,9.08793156015378,0,"true"
52,1,"B",0,100,93,0,1,1,1,51.3422655874259,10.4328734573535,0,"true"
53,1,"A",0,100,74,1,0,1,1,51.7737035334849,7.36670795042978,0,"true"
54,1,"B",0,100,52,1,0,1,1,51.2426861580667,9.7229147980424,0,"true"
55,1,"C",0,100,95,0,0,0,1,50.9921443627398,7.44930260540738,0,"true"
56,1,"E",0,100,50,0,0,0,0,49.625559400955,8.77200286365262,1,"true"
57,1,"C",0,100,85,0,0,0,1,49.6947680221903,7.22880745238865,0,"true"
58,1,"C",0,100,77,0,0,0,1,48.9219010939603,8.50741014674672,0,"true"
59,1,"A",0,100,25,1,0,1,1,50.0688691529829,8.93865885871871,0,"true"
60,1,"B",0,100,88,1,0,1,1,49.6579888175035,9.11769902762236,0,"true"
61,1,"C",0,100,92,0,0,0,1,48.624444151862,8.95357428003018,0,"true"
62,1,"A",0,100,46,1,0,1,1,49.9573972127453,10.7992693044577,0,"true"
63,1,"C",0,100,18,0,0,0,1,50.3896726748911,7.25319919406237,0,"true"
64,1,"A",0,100,57,1,0,1,1,52.1828885116851,7.27571842268216,0,"true"
65,1,"B",0,100,28,1,0,1,1,52.3606150936327,10.4818025365535,0,"true"
66,1,"B",0,100,82,1,0,1,1,48.392973089899,7.93219096390133,0,"true"
67,1,"A",0,100,33,1,0,1,1,50.7295418511484,10.1449261484298,0,"true"
68,1,"D",0,100,62,0,0,0,0,51.1918056829128,11.2030542566345,0,"true"
69,1,"B",0,100,17,1,0,1,1,50.298527547537,8.57675145711539,0,"true"
70,1,"C",0,100,77,0,0,0,1,49.0393743690166,11.434885501287,0,"true"
71,1,"B",0,100,16,1,0,1,1,51.8577262866614,9.53208566171101,0,"true"
72,1,"C",0,100,68,0,0,0,1,48.9886651757729,7.61529280543603,0,"true"
73,1,"A",0,100,90,1,0,1,1,49.7828034604555,9.52956051384493,0,"true"
74,1,"D",0,100,6,0,0,0,0,49.6167310595035,9.12756059949803,0,"true"
75,1,"C",0,100,64,0,0,0,1,47.6958026479926,11.4059599357901,0,"true"
76,1,"B",0,100,76,0,1,1,1,50.7460380356014,9.9101614693155,0,"true"
77,1,"A",0,100,17,1,0,1,1,49.3693532269029,10.4701173262079,0,"true"
78,1,"C",0,100,59,0,1,0,1,50.6080841827048,9.21037836724935,0,"true"
79,1,"D",0,100,57,0,0,0,0,51.8694168385663,8.05813021654382,0,"true"
80,1,"B",0,100,95,0,0,1,1,51.6474057103758,7.79152021626786,0,"true"
81,1,"D",0,100,27,0,0,0,0,51.0270923891679,11.1183923437748,0,"true"
82,1,"B",0,100,54,0,0,1,1,50.694517899746,7.74881607121768,0,"true"
83,1,"C",0,100,42,0,0,0,1,51.2721196552084,8.42341295717902,0,"true"
84,1,"B",0,100,79,1,0,1,1,49.9109568912802,11.0580021077461,0,"true"
85,1,"C",0,100,5,0,0,0,1,48.9996317525641,10.9011772882667,0,"true"
86,1,"D",0,100,64,0,0,0,0,50.1560559715992,9.8811928218061,0,"true"
87,1,"A",0,100,53,1,0,1,1,51.8545477141444,9.37251460865576,0,"true"
88,1,"D",0,100,56,0,0,0,0,50.7601749088058,9.44417092361408,0,"true"
89,1,"D",0,100,26,0,0,0,0,49.8183275709014,9.84321086520601,0,"true"
90,1,"A",0,100,29,1,0,1,1,49.7566079949637,10.4095956946256,0,"true"
91,1,"C",0,100,4,0,1,0,1,49.4080997558285,8.14362003120976,0,"true"
92,1,"B",0,100,8,1,0,1,1,50.6674847240849,8.89666864585928,0,"true"
93,1,"B",0,100,85,0,0,1,1,50.2553502096443,7.48724952629125,0,"true"
94,1,"B",0,100,45,0,0,1,1,52.0182184075377,10.2097274194512,0,"true"
95,1,"A",0,100,37,1,0,1,1,48.1878306246484,9.52983084289367,0,"true"
96,1,"B",0,100,26,0,1,1,1,50.4389231759065,8.30991592414165,0,"true"
