"league","day","team1","team2","venue","time","geoLat","geoLng","club1","club2","club3","club4","num_offs","toplev1","toplev2","cupmode","whprosp","offownc","lirest","nwh","id"
1,1,8,19,3,15,50.3548921332432,7.863484395243,8,-1,19,-1,4,1,0,0,0,0,0,1,1
1,1,4,14,15,9,49.507217098023,9.66759427369931,4,-1,14,-1,4,1,0,0,0,0,0,1,2
2,1,35,32,3,17,50.3548921332432,7.863484395243,35,-1,32,-1,4,0,1,0,0,0,0,1,3
4,1,69,74,20,13,48.747554379334,10.8111351771884,69,-1,74,-1,4,0,0,0,1,0,2,1,4
4,1,80,66,1,17,51.9315482453306,7.03330575711041,80,-1,66,-1,4,0,0,0,1,0,2,1,5
4,1,71,78,11,11,51.9564012296025,9.24222147838352,71,-1,78,-1,4,0,0,0,1,0,2,1,6
5,1,96,98,14,9,49.6928568244862,9.45389485792337,96,-1,98,-1,4,0,0,0,1,1,2,1,7
5,1,87,88,12,15,49.5174885371837,8.47707451517221,87,-1,88,-1,4,0,0,0,1,1,2,1,8
1,2,15,4,19,9,49.4698982102895,11.1296131485427,15,-1,4,-1,4,1,0,0,0,0,0,1,9
1,2,6,19,12,15,49.5174885371837,8.47707451517221,6,-1,19,-1,4,1,0,0,0,0,0,1,10
2,2,39,21,18,13,48.4180043900421,8.86424676230422,39,-1,21,-1,4,0,1,0,0,0,0,1,11
4,2,62,68,10,15,47.8013722573758,10.5619020441663,62,-1,68,-1,4,0,0,0,1,0,2,1,12
1,3,13,10,18,13,48.4180043900421,8.86424676230422,13,-1,10,-1,4,1,0,0,0,0,0,1,13
1,3,19,6,11,15,51.9564012296025,9.24222147838352,19,-1,6,-1,4,1,0,0,0,0,0,1,14
1,3,1,17,20,17,48.747554379334,10.8111351771884,1,-1,17,-1,4,1,0,0,0,0,0,1,15
1,3,2,14,7,17,50.82125369216,9.17796205516343,2,-1,14,-1,4,1,0,0,0,0,0,1,16
2,3,23,39,16,15,48.5745993583116,8.53570197691893,23,-1,39,-1,4,0,1,0,0,0,0,1,17
3,3,60,52,12,17,49.5174885371837,8.47707451517221,60,-1,52,-1,4,0,0,0,0,0,1,1,18
5,3,86,81,5,13,47.9150157879536,8.84232013152405,86,-1,81,-1,4,0,0,0,1,1,2,1,19
5,3,91,87,6,17,51.1667447983952,9.64514634775229,91,-1,87,-1,4,0,0,0,1,1,2,1,20
2,4,40,28,8,17,47.8510063126308,9.7398275614193,40,-1,28,-1,4,0,1,0,0,0,0,1,21
3,4,46,52,6,15,51.1667447983952,9.64514634775229,46,-1,52,-1,4,0,0,0,0,0,1,1,22
4,4,64,80,14,11,49.6928568244862,9.45389485792337,64,-1,80,-1,4,0,0,0,1,0,2,1,23
