"id","association","license","reqgames","maxgames","club","HSR","HSRP","GFL","GFL2","geoLat","geoLng","licind","mobility"
1,1,"B",0,100,76,0,1,1,1,48.3346155455263,7.05239905416113,0,"true"
2,1,"C",0,100,4,0,0,0,1,50.6730204743182,6.13627363227639,0,"true"
3,1,"E",0,100,7,0,0,0,0,51.741329573652,8.86132199092601,1,"true"
4,1,"A",0,100,55,1,0,1,1,51.7097175818394,9.63556337106917,0,"true"
5,1,"A",0,100,48,1,0,1,1,48.2947292518458,7.59005604513882,0,"true"
6,1,"E",0,100,20,0,0,0,0,48.7498461132781,7.13536466097489,1,"true"
7,1,"C",0,100,100,0,1,0,1,50.5863982311954,9.06892769140178,0,"true"
8,1,"C",0,100,80,0,0,0,1,49.7575827666981,7.93478090528166,0,"true"
9,1,"B",0,100,54,1,0,1,1,50.9901896315439,9.20956029474099,0,"true"
10,1,"C",0,100,45,0,0,0,1,49.9487313327909,6.63557748121935,0,"true"
11,1,"A",0,100,1,1,0,1,1,50.2564021374493,8.87173997151565,0,"true"
12,1,"C",0,100,54,0,0,0,1,50.426220801844,9.32022828258265,0,"true"
13,1,"A",0,100,69,1,0,1,1,48.4730259039733,8.7589872896027,0,"true"
14,1,"C",0,100,51,0,1,0,1,50.5307174878644,6.78650025693018,0,"true"
15,1,"A",0,100,4,1,0,1,1,50.9454148054924,9.76232966457292,0,"true"
16,1,"E",0,100,84,0,0,0,0,49.7196258239434,6.445354480327,1,"true"
17,1,"A",0,100,46,1,0,1,1,49.9424378710826,9.55527321140573,0,"true"
18,1,"B",0,100,63,1,0,1,1,49.8813696454773,6.73972426254126,0,"true"
19,1,"C",0,100,38,0,0,0,1,48.3676931093858,7.66111813499027,0,"true"
20,1,"B",0,100,89,1,0,1,1,49.9500971238529,7.12186938067598,0,"true"
21,1,"B",0,100,95,1,0,1,1,48.5133084173332,9.3766169836752,0,"true"
22,1,"C",0,100,72,0,1,0,1,48.7437793916401,8.25137225939799,0,"true"
23,1,"E",0,100,32,0,0,0,0,51.1908801241359,8.31231836723755,1,"true"
24,1,"A",0,100,86,1,0,1,1,50.6422383925531,8.89881859523126,0,"true"
25,1,"C",0,100,34,0,0,0,1,49.6849153823912,9.33469077155408,0,"true"
26,1,"A",0,100,11,1,0,1,1,50.7811213451816,10.2946271183362,0,"true"
27,1,"C",0,100,34,0,1,0,1,49.8323742928955,8.8745475445082,0,"true"
28,1,"D",0,100,65,0,0,0,0,50.2507783783889,8.40597621727671,0,"true"
29,1,"A",0,100,57,1,0,1,1,48.8458894035832,6.9897655743917,0,"true"
30,1,"C",0,100,35,0,1,0,1,48.331877296597,7.58120240946555,0,"true"
31,1,"B",0,100,41,0,1,1,1,48.5711034547903,8.32893384832335,0,"true"
32,1,"C",0,100,89,0,0,0,1,48.5118030130297,10.6354511927451,0,"true"
33,1,"A",0,100,56,1,0,1,1,48.7687594162363,10.5812933096284,0,"true"
34,1,"B",0,100,55,0,1,1,1,49.7419649811599,9.22736470685239,0,"true"
35,1,"A",0,100,40,1,0,1,1,50.6302367187095,7.63389281777939,0,"true"
36,1,"B",0,100,12,1,0,1,1,50.5983587973547,10.5310417178246,0,"true"
